id,Date,Comment,Usage,Label
298,20120528193940Z,firstly go back to skool you really need to learn how to spell before you start calling someone retardednand im sorry you have been sadly misinformedni chose to walk away from the drama and lies if the locks were changed it was a waste of time i threw my key away when i made the choice to walk awaynand if you had the balls to face me you would not have hidden like a coward when they tried to serve younor you would have shown up and backed your girln,PrivateTest,1
299,20120603034018Z,omgpamelayou are so right,PrivateTest,0
300,20120826192537Z,the knicks wtf are you smoking,PrivateTest,1
301,20120602060409Z,what are you talking about,PrivateTest,0
302,20120602065932Z,only if you were living in the other half,PrivateTest,0
303,20120602021427Z,are you sure this wont induce epilepsyblurred visionboth,PrivateTest,0
304,20120823134400Z,hey einstein perhaps you should have read and understood what you quoted since it clearly outlines a war room to blunt any movement postdnc not duringnnis it really shocking that the gop would have a war room in nc a swing state nnreading is fundamental,PrivateTest,1
305,20120531185355Z,are you back on prozac,PrivateTest,1
306,20120531184833Z,i think you are making up your own interpretation,PrivateTest,0
307,20120531044108Z,were higher than you are you stupid,PrivateTest,1
308,20120529022409Z,lolralph you are the guys who are still in moi era,PrivateTest,1
309,20120528171833Z,youre a moron,PrivateTest,1
310,20120528043420Z,fuck u minier,PrivateTest,1
311,20120823095643Z,newsfcffebbaedaedisqusxayou hit the nail on the head illegal is illegal,PrivateTest,0
312,20120527155106Z,youve got great taste,PrivateTest,0
313,20120528200109Z,hopefully your comments will start winding down,PrivateTest,0
314,20120531032817Z,just because everyone dies does not mean that your gains are offset by anothers lossesnnyou are confusedxa another does not have to lose for you to win something in lifennwhat a pathetic little world you live in if you think that is the casenn,PrivateTest,1
315,20120528171756Z,mikefromaz joe thats because your a loser you come on here spouting your big mouth like you know something and you dont know nanda you said there would only be rb taken in the first rd of the draft there were you moronnnjoes the loser joes the one who spouts off joes the one that only pretends to know footballnnand then you go off about how he cant read the fos minds you sir are half a plum short of a fruit pie,PrivateTest,1
316,20120601014604Z,you are a neanderthal,PrivateTest,1
317,20120528204037Z,your face resembles a bitch you fuckin twat,PrivateTest,1
318,20120531173317Z,poor analogyxa at restaurants you can always order an extra sidedish for a small price if you are still hungry you dont need to order an entire extra mealxa its not fair to make fat people pay for an entire extra seat when they only need a few inches,PrivateTest,0
319,20120527025120Z,you are a fucking loon seriously you really come across as someone with mental illness no emoticons i think you are seriously unhinged and you need some helpnnwhoever hurt you or whatever happened you need to get that addressed because franky your behavior suggest we will read about you in some mass shooting nnand yes you indeed hate men in almost every thread i have seen of yours you just go ballistic toward men n general nnget help nnseriously,PrivateTest,1
320,20120602023922Z,you moron,PrivateTest,1
321,20120527221357Z,how creative maggot you are too funny i suggest reading some books to expand your vocabulary have a wonderful day red leg,PrivateTest,1
322,20120825204059Z,what was your excuse for arab terror long before the settlement excusecenturies agonwhich borders do hamas their elected govtaccept in return for peacenwhich borders do fatah maps show as israel what do they teach their childrennyou are a bunch of lying terrorists who teach genocide not peace n,PrivateTest,1
323,20120602030710Z,xanot right now you dont,PrivateTest,0
324,20120528004715Z,jean jacketthats that shit i dont like,PrivateTest,0
325,20120601223905Z,dude youre an idiot alabama didnt play wku,PrivateTest,1
326,20120603045507Z,shitbagger go fuck your mother up the ass without lube,PrivateTest,1
327,20120601163304Z,you got pathetic and troll right two outta three aint bad,PrivateTest,1
328,20120529020417Z,lauren you are so freaking beautiful,PrivateTest,0
329,20120527211340Z,you must be a dumbass nigga your opinion dose not matter here whoxagives two fucks about your thoughts on nas he isxathe truth nigga go kill yo self and slap your mom for raising a ignorant fuck as yourself hoexa,PrivateTest,1
330,20120529031824Z,apparently bad officiating never gets old to you morons,PrivateTest,1
331,20120527175438Z,damn how come i didnt see no shit like this when i was in iraq for a whole year thats fucked up,PrivateTest,0
332,20120528234803Z,no you are definitely a virgin,PrivateTest,0
333,20120531032350Z,you sir are retarded,PrivateTest,1
334,20120602142146Z,youre a gay transvestite clearly in the middle of yet another ho mo sex u al panic,PrivateTest,1
335,20120529132844Z,xaso are you x,PrivateTest,0
336,20120529144007Z,you forget to like your posts you must be shook up a bit,PrivateTest,1
337,20120603174736Z,your all mostly worthless shit cause your arguing overxareligionxaon the internet and itxadoesntxaevenxaexistxagrow a pair and go out meet people stop going on like you all know whats going on when really you got your head stuck your own ass reading thisxarealizexathere is no god hes just axachinesexawhisperxa,PrivateTest,1
338,20120531133038Z,zero help the shaq daddy zero help you are an imbecile,PrivateTest,1
339,20120527213629Z,im waiting for your momsxa,PrivateTest,0
340,20120602124015Z,div classforumitem forumreplydiv classforumitemdescriptionam on a friday night wow brbrseriously get a life or girlfriend you are pathetic brbrdivdiv,PrivateTest,1
341,20120602195048Z,and those from your north are the saints that must live a demented and stupid fellow like you liked this shit you posted as comment,PrivateTest,1
342,20120528030202Z,you must be very proud to say your team won years ago go devils,PrivateTest,0
343,20120531032333Z,kinda like your name,PrivateTest,0
344,20120529022729Z,you suck coffey,PrivateTest,1
345,20120602002947Z,you tool this story is about charity and then you come in herp a derp cubs suck derpcurse go sox screw off idiot,PrivateTest,1
346,20120601000610Z,god youre as bad of an ahole and fudspreader as the person you are responding to,PrivateTest,1
347,20120603041529Z,have you ever been though a hurricane moron its a lot more than just a little rain i guess when you get hit with the worst case scenario you can be on your own good luck,PrivateTest,1
348,20120527233442Z,my first kdrama crushxa d looking forward to your comeback,PrivateTest,0
349,20120531152927Z,could you improve your picture viewer as itxareloadsxathe who page just to move to the next image unless you are counting each image as a page view for your hits its not what i would call a good idea,PrivateTest,0
350,20120529103322Z,nopebetter then your common sense,PrivateTest,1
351,20120601181433Z,bring you checkbook were scumbags but were not cheap,PrivateTest,0
352,20120826215330Z,simpler potential explanation the msm has no clue what the hell an ianarchistsituationalist collectivei is nor do its readers,PrivateTest,1
353,20120526233110Z,do you remember out posters lol,PrivateTest,0
354,20120529160331Z,are you having trouble remembering which account your signed into,PrivateTest,1
355,20120601143427Z,yes exellent i fucking hate dog owers that let their dogs shite on nthe ground especially right in the middle of paths and pavementsnnnnthey always say to me good morning when they walk by me it will be an good morining if youd stop letting your dogs shit on the middle of then path twats,PrivateTest,0
356,20120527204658Z,cant wait for drita to hit tht bitch in her mouth bitch talk to fckn muchfck you mean crumb snatcher ramona is a punk pussy baby back bitch drita make the concert cry whn u bust ur jaw open,PrivateTest,0
357,20120527155004Z,wow looks like two white guys we need to ban all white folks from miami just like you want to ban hiphop memorial day on sbnthis must be obamas fault right u dumb asses,PrivateTest,1
358,20120602224201Z,you can put your egg money on that,PrivateTest,0
359,20120531162445Z,astros but your point is still valid,PrivateTest,0
360,20120527004410Z,when your species finally evolves then we can talk until then you are nothing more than a common pet,PrivateTest,1
361,20120528225034Z,anything past the th inning with zito you are asking for trouble,PrivateTest,0
362,20120531044150Z,opinionitnnhow you know what putin saysxa you are reading his mind,PrivateTest,0
363,20120529210022Z,shhh youll get the tgas,PrivateTest,0
364,20120527072934Z,haha youre funny and cool man so edgy,PrivateTest,0
365,20120601054911Z,yes you are so correct,PrivateTest,0
366,20120602192929Z,jeff lebowski shut your dumb mouth im and just barely got done with my junior year also and ive known the kid who was driving since about th grade and i believe he barely turned so i take offense to you calling all of us in the low desert inbred retards cus i doubt you took precalculus as a junior your high school year and i doubt u took calculus ab as a senior get your facts straight before just getting all crazy and calling everyone special ed or retards or morons im friends with both the driver and the girl whos still in the comano one knows the truth yet besides the driver as of what wrong,PrivateTest,1
367,20120529095250Z,alright jay z go suck kanyes dick,PrivateTest,0
368,20120531032126Z,fucking regretsy lolnnalthough these stuff are good you can also find some real crap therexannoh christian gray fuck me tied up to the fucking ceilingxa,PrivateTest,0
369,20120528204028Z,type your comment here,PrivateTest,0
370,20120528134524Z,and you are satan,PrivateTest,0
371,20120528195901Z,what fraudxa what are you afraid of anyway,PrivateTest,0
372,20120528193921Z,you mean little tony is not bunting lololololoololololololololoololololololoolololololololoolol,PrivateTest,0
